title,job_family,company,location,region,normalized_location,location_place,distance_from_brussels_km,location_status,work_mode,country_status,country,location_status_v50,location_resolution_source,location_evidence,job_reference,canonical_url,salary,employment_type,url,description,source,date_found,active,required_experience,degree_requirement,required_languages,matched_skills,missing_skills,match_score,match_reason,hard_filter_status,hard_filter_reason
Data Analyst,Data Analyst,Sopra Steria,Brussels,,Brussels,brussels,0.0,WITHIN_30KM,ONSITE_OR_UNKNOWN,BELGIUM,Belgium,WITHIN_30KM,jsonld,"[{""source"": ""jsonld"", ""raw"": ""Brussels/Flanders, Belgium"", ""resolved"": ""Brussels""}]",7594,https://careers.soprasteria.be/job/data-analyst-in-brussels-flanders-belgium-jid-7594,,Standard,https://careers.soprasteria.be/job/data-analyst-in-brussels-flanders-belgium-jid-7594,"Company Description Sopra Steria offers tailored, end-to-end corporate technology and software solutions to help clients make bold choices and deliver results. Successfully so! With more than 51.000 colleagues in 30 countries, we rank as Europeâs leading digital solutions provider. Some of the most successful companies in Europe rely on our technology due to our commitment to innovation, collaboration, and value in business development.Â Â The world is how we shape it. Letâs shape it together.Â Job Description As a Data Analyst at Sopra Steria, you will be at the forefront of helping clients turn data into actionable insights. Youâll design, implement, and optimize scalable cloud-based data solutions that directly impact business performance. Acting as a bridge between Business and IT, you will translate complex business requirements into technical solutions and ensure alignment across teams. Working closely with business stakeholders, analysts, and IT teams, youâll assist in transforming complex data landscapes into streamlined, reliable, and efficient pipelines and analytics solutions. Your work will not only enable smarter decision-making but also drive innovation, efficiency, and sustainability for organizations across industries such as finance, utilities, and energy. You will be part of a collaborative, agile environment where your expertise helps shape data strategies, improve data governance, and deliver high-quality, user-focused outcomes. This is your chance to contribute to meaningful projects that have a tangible impact while continuously developing your skills and career in cutting-edge data technologies. Qualifications Weâre looking for curious, motivated, and technically strong colleagues who thrive in dynamic environments and want to make a difference through data. If you recognize yourself in the qualifications below, weâd love to hear from you! Knowledge and experience At least 3 years of experience as a Technical Data Analyst, Data Engineer or similar role, working on enterprise data solutions. Strong proficiency in SQL and relational databases ; experience with data warehouses and modeling concepts such as Kimball, Snowflake, SCD, or Data Vault. Hands-on experience with Microsoft Azure Cloud services (Databricks, Data Factory, Fabric, Data Lake, Azure DevOps) or equivalent cloud platforms. Experience with using and implementing AI in your and/or the clientâs workflow. Strong analytical thinking , problem-solving, and the ability to translate complex data challenges into actionable solutions. Excellent communication skills, team spirit, and a proactive, solution-oriented mindset. Business oriented focus , with the ability to translate business requirements into technical needs and visa versa. Experience with Agile, Scrum, kanban board s Proficient in English ; knowledge of Dutch and/or French is required. Bonus qualifications Experience with Power BI or similar visualization tools is a bonus. Programming experience in Python, PySpark , or similar languages for data processing, analytics, and automation. Designing, developing, and maintaining robust data pipelines and ETL workflows .Â What can we offer you At Sopra Steria, youâll join our Data Platform Modernisation Practice within the Data & AI team: a specialized group of consultants helping clients modernize the data landscape that support s reporting, analytics, AI and better decision-making. Youâll work in an environment with a strong focus on AI, where we actively explore how artificial intelligence can improve our own ways of working and help clients unlock more business value from their data. We invest in your growth through dedicated learning opportunities, including five mandatory training days each year and access to the Sopra Steria Academy, supported by a wider international network of experts. We hire for talent and potential, not only for a perfect checklist match. If you are curious, motivated and eager to grow in data and AI, we want to help you develop further in a collaborative team where knowledge sharing, technical deep dives and coaching are part of the way we work. Our work goes beyond technical expertise. We help organizations assess their current data landscape, identify where modernization creates value, design future-ready cloud data platforms, integrate data across systems and guide the move from legacy environments to scalable, business-aligned solutions. Youâll grow your expertise in data architecture, platform design, data integration, data modeling, cloud data platforms, migration strategy and stakeholder collaboration while contributing to meaningful client projects across industries. Additional Information Our employees are known for making bold choices and delivering results. Work among high-level professionals at the forefront of corporate software solutions and innovation at Europeâs Leading Digital Service Provider.Â Â We offer a generous employee benefits package that includes:Â A competitive salary and an indefinite contract A company car or mobility budget Comprehensive insurance coverage (hospitalisation, outpatient care and group insurance) 32 days paid time off (20Â days + 12Â bonus days) Laptop, phone and mobile subscription Continuous learning opportunities through the Sopra Steria Academy to support your career development People are the cornerstone of our success. Thatâs why we aspire to be bold together. Our goal is to provide healthy team environments to build high-functioning teams that inspire and help each other to deliver excellence for our customers.Â Â Excited about this job opportunity? Ready to shape the world with us? Great! We are looking forward to your application!Â ______ Sopra Steria is an equal opportunity employer. All qualified applicants will be considered for employment without regard to age, ancestry, nationality, color, family or medical leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, gender (including pregnancy), sexual orientation or any other characteristic protected by applicable local laws, regulations and ordinances. We foster a work environment that is inclusive and respectful of all differences.",sopra_steria_web,2026-09-26T12:48:22.217084+00:00,True,3,not specified,"Dutch, French, English","sql, power bi, etl, data warehouse, data governance, python, reporting, data modeling","databricks, snowflake, spark, scala",93,"Data Analyst; matched: sql, power bi, etl, data warehouse, data governance, python; potential gaps: databricks, snowflake, spark, scala; requires 3+ years; Brussels area",passed,
Power BI Consultant,Data / Analytics Consulting,Sopra Steria,Brussels,,Brussels,brussels,0.0,WITHIN_30KM,ONSITE_OR_UNKNOWN,BELGIUM,Belgium,WITHIN_30KM,jsonld,"[{""source"": ""jsonld"", ""raw"": ""Vlaanderen/Brussel, Belgium"", ""resolved"": ""Brussels""}]",8563,https://careers.soprasteria.be/job/power-bi-consultant-in-vlaanderen-brussel-belgium-jid-8563,,Standard,https://careers.soprasteria.be/job/power-bi-consultant-in-vlaanderen-brussel-belgium-jid-8563,"Bedrijfsomschrijving Sopra Steria biedt op maat gemaakte end-to-end corporate technolgy en software solutions aan die organisaties helpen gedurfde keuzes te maken en resultaten te boeken. En met succes! Met meer dan 51.000 collegaâs in bijna 30 landen behoren we tot de top van de Europese digital solutions leveranciers. Succesvolle organisaties in Europa vertrouwen op onze technologie omdat we blijven streven naar innovatie, samenwerking en zakelijke ontwikkeling. The world is how we shape it. Letâs shape it together. Vacatureomschrijving Maak deel uit van ons Data & AI-team. Je komt terecht in een multidisciplinair team waar data engineering, architectuur, AI, analytics, governance en visualisatie samenkomen. Samen helpen we klanten om meer waarde uit hun data te halen: van het opzetten van de juiste datafundamenten tot het bouwen van dashboards, analytics-oplossingen en AI-use cases die betere beslissingen ondersteunen. Als Power BI Consultant draag je hieraan bij door businessvragen en complexe data om te zetten in duidelijke rapporten, sterke datamodellen en dashboards die mensen helpen betere beslissingen te nemen. Je werkt aan BI-projecten over de volledige reporting lifecycle. Je verzamelt en transformeert data uit verschillende bronnen, bouwt duurzame datamodellen, optimaliseert datasets voor rapportering en ontwikkelt gebruiksvriendelijke Power BI-dashboards. Op basis van je eigen expertise en de Sopra Steria BI-methodologie help je de kwaliteit, bruikbaarheid en betrouwbaarheid van reportingomgevingen bij onze klanten te verbeteren. Naast dashboardontwikkeling werk je nauw samen met business stakeholders, data engineers, architecten en andere BI-consultants om businessnoden te vertalen naar duidelijke KPIâs, reportinglogica en visuele inzichten. Je past best practices toe in modeling, DAX, visualisatie en deployment, terwijl je je technische expertise verder uitbouwt binnen het team. Binnen ons Data & AI-team helpen we elkaar groeien en blijven we van elkaar leren. Ben je op zoek naar nieuwe uitdagingen, sterke collegaâs, een steile leercurve en de kans om bij te dragen aan betekenisvolle BI-projecten? Dan is het Data & AI-team bij Sopra Steria de juiste plek voor jou. Functie-eisen We zoeken een Power BI Consultant die solide technische BI-skills combineert met een sterke interesse in business value, reportingkwaliteit en gebruiksvriendelijke visualisatie. Je werkt vlot met data, stakeholders en collegaâs, en je wil verder groeien binnen een team van ervaren BI- en data consultants. Je beschikt over kennis en ervaring in het volgende: Je hebt minstens 3 jaar aantoonbare ervaring met Power BI . Je hebt sterke SQL -kennis en ruime ervaring met Power Query (M) om data uit verschillende bronnen te extraheren, transformeren en combineren. Je kan DAX -measures ontwikkelen (zoals CALCULATE, aggregaties en time intelligence) en intuÃ¯tieve rapporten bouwen met drill-through, slicers en rapportinteracties. Je hebt ervaring met externe Power BI-tools zoals Tabular Editor en DAX Studio. Je kan datamodellen ontwerpen en implementeren volgens star schema-principes en beheert relaties, hiÃ«rarchieÃ«n en filtergedrag. Je communiceert vlot met zowel collegaâs als klanten en vertaalt KPIâs naar intuÃ¯tieve dashboards. Je hebt ervaring met Power BI Service, inclusief workspace management, dataset publishing, content sharing en Row-Level Security (RLS). Kennis van Python is een plus. Ervaring met Azure Databricks of andere moderne Azure data platformen is een plus. Het toevoegen van dashboards of een portfolio bij je kandidatuur is een plus. Je beheerst het Engels en het Nederlands en/of Frans . Wat je kan verwachten van Sopra Steria Bij Sopra Steria maak je deel uit van onze Data Visualization Practice binnen het Data & AI-team: een gespecialiseerde groep consultants die klanten helpt om complexe data om te zetten in duidelijke, betrouwbare en bruikbare inzichten. Ons werk gaat verder dan dashboard delivery. We helpen organisaties hun reportinglandschap te moderniseren, self-service analytics uit te rollen, BI best practices te definiÃ«ren en reportingomgevingen te creÃ«ren die schaalbaar, governed en gedragen zijn door de business. Je bouwt je expertise verder uit in tools zoals Power BI, Fabric, Azure en Tableau, terwijl je ook je skills ontwikkelt in data modeling, visualization design, governance en stakeholder collaboration. Dat doe je in een samenwerkend team waar kennisdeling, technische deep dives en coaching deel uitmaken van onze manier van werken. Als deel van Sopra Steria profiteer je ook van sterke doorgroeimogelijkheden, zowel lokaal als internationaal, ondersteund door de Sopra Steria Academy en een breder netwerk van meer dan 51.000 professionals. Aanvullende informatie We bieden een aantrekkelijk voordelenpakket, waaronder: Een waaier aan extralegale voordelen, zoals mobiliteitsopties (inclusief een bedrijfswagen), verzekeringsdekking, maaltijdcheques, ecocheques en meer. Voortdurende leermogelijkheden via de Sopra Steria Academy zodat je je professioneel kan blijven ontwikkelen. De kans om je collegaâs van Sopra Steria te ontmoeten tijdens diverse teamevents. Ben je enthousiast over deze opportuniteit? Top! We kijken uit naar je kandidatuur. ______ Sopra Steria is een werkgever die gelijke kansen biedt. Alle gekwalificeerde sollicitanten worden in aanmerking genomen voor een job zonder rekening te houden met leeftijd, afkomst, nationaliteit, huidskleur, verlof voor familie- of medische zorg, geslachtsidentiteit of -uitdrukking, genetische informatie, immigratiestatus, burgerlijke staat, medische toestand, nationale herkomst, fysieke of mentale handicap, politieke voorkeur, beschermde veteranen- of militaire status, ras, etniciteit, religie, geslacht (inclusief zwangerschap), seksuele geaardheid of enig ander kenmerk dat wordt beschermd door toepasselijke lokale wetten, voorschriften en verordeningen. We koesteren een werkomgeving die inclusief is en alle verschillen respecteert.",sopra_steria_web,2026-09-26T12:48:22.217084+00:00,True,,not specified,"Dutch, French, English","sql, power bi, python, reporting, data modeling","databricks, tableau",79,"Data / Analytics Consulting; matched: sql, power bi, python, reporting, data modeling; potential gaps: databricks, tableau; Brussels area",passed,
Data Analist,Data Analyst,Pauwels Consulting,Bruges,,Bruges,bruges,88.3,OUTSIDE_30KM,ONSITE_OR_UNKNOWN,BELGIUM,Belgium,OUTSIDE_30KM,jsonld,"[{""source"": ""jsonld"", ""raw"": ""8000, West Flanders, Belgium"", ""resolved"": ""Bruges""}]",,https://www.pauwelsconsulting.com/job/5f42d6f8-2049-4e35-b64a-67eb7a2af001/data-analist,,employee,https://www.pauwelsconsulting.com/job/5f42d6f8-2049-4e35-b64a-67eb7a2af001/data-analist,"Onze klant, een vooraanstaande en mensgerichte organisatie, is op zoek naar een Data Analist om complexe gegevens om te zetten in strategische inzichten. In deze rol krijg je de kans om een cruciale bijdrage te leveren aan de segmentstrategieën en de dienstverlening continu te verbeteren door middel van geavanceerde analyses. Als schakel tussen de business en engineering capteer je de specifieke behoeften van diverse klantensegmenten en vertaal je deze naar waardevolle inzichten. Je werkt hierbij nauw samen met BI-developers, data-architecten en stewards. Beheren en prioriteren van de analytics roadmap met oog voor budget, security, GDPR en technische haalbaarheid. Ontwerpen, implementeren en testen van analysetechnieken voor grote hoeveelheden data om trends te identificeren. Garanderen van de datakwaliteit en betrouwbaarheid door de naleving van datastandaarden en protocollen. Ontwikkelen en actualiseren van diverse dataproducten ter ondersteuning van de strategische besluitvorming. Analyseren van de markt en relevante trends om advies uit te brengen over technologische innovaties en digitale vernieuwing. 3+ jaar ervaring in operationeel management met een sterke focus op data-analyse en procesoptimalisatie. Expertise in het bouwen van semantische modellen en dashboards in Power BI . Gevorderde kennis van DAX voor het vertalen van complexe logica naar heldere rapportages. Ervaring met het verkennen van brondata en het monitoren van prestaties op basis van trends. Je bent een proactieve bruggenbouwer met sterke communicatieve vaardigheden voor stakeholder management. Je beschikt over een commerciële mindset en een kritische, analytische blik. Je bent veranderingsgericht en vindt vlot je weg in een dynamische en vooruitstrevende werkomgeving. Affiniteit met digitale innovatie en technologische nieuwigheden. Contract: Vast contract. Omgeving: Een dynamische en vooruitstrevende werkomgeving waar digitale innovatie centraal staat. Atmosphere: Professionele organisatie met een sterke focus op kwalitatieve dienstverlening en samenwerking.",pauwels_consulting_web,2026-09-26T12:48:22.217084+00:00,True,3,not specified,,power bi,,79,Data Analyst; matched: power bi; requires 3+ years; outside preferred Brussels area,passed,
Data Analyst,Data Analyst,Data Wizards,Machelen,,Machelen,machelen,9.2,WITHIN_30KM,HYBRID,BELGIUM,Belgium,WITHIN_30KM,jsonld,"[{""source"": ""jsonld"", ""raw"": ""1831, Machelen, BRU, BE"", ""resolved"": ""Machelen""}]",,https://jobs.datawizards.io/o/data-analyst,,FULL_TIME,https://jobs.datawizards.io/o/data-analyst,"Let's build the future of AI & Data, together 🧙 At Data Wizards, we're focused on 3 things: Data, AI & you. We're a small team who genuinely love digging into data that makes a real difference for the companies we work with, and who want to discover how AI and data can help companies out there. Why join us? Apart from tackling exciting challenges with passionate people in an environment that wants to see you thrive, you'll be part of a young company that keeps its feet on the ground, its eyes on the stars, and believes the best growth comes from the unique magic each Wizard brings. We are continuously on the lookout for bright data engineers, data scientists, machine learning engineers, AI engineers, and data analysts. But this job description is for Data Analyst out there feeling the magic in them and ready to spread it 🪄 Our Data Analyst projects usually include: Collecting, cleaning, and transforming data from various sources to ensure quality and usability Writing and optimizing SQL queries and/or using Python to analyze and process data Building and maintaining dashboards and reports (e.g. Power BI) to support business decision-making Translating business needs into data requirements and actionable insights Performing exploratory data analysis to identify trends, patterns, and opportunities Collaborating with data engineers and other teams to ensure data availability and reliability Contributing to the improvement of data models, datasets, and reporting processes Ensuring data accuracy, consistency, and documentation of your work Supporting stakeholders by explaining insights in a clear and structured way But being a consulting company, we can’t know in advance what your exact responsibilities will be🤷‍♀️ You’re a step closer to joining our team if you bring: Background: Masters degree related to computer science, data or AI or business engineering. 1-4 years of experience as a data analyst, BI engineer or a related role. Previous experience building or maintaining data pipelines and ETL/ELT processes is considered a plus. Exposure to working with large datasets from multiple sources (e.g., CRM, web analytics, call logs, transactional systems). Technical Skills: Solid hands-on experience with Python , and SQL . Experience with dashboarding & visualisation tools such as Power BI or Tableau. Experience with Databricks is a plus. Experience with a cloud is a plus: Azure, AWS or GCP. Experience with SAS is a plus for the finance industry. Familiarity with data warehousing concepts and best practices. Basic understanding of version control (e.g., Git) and automated workflows/scheduling. Soft Skills: Strong problem-solving and analytical thinking skills. Ability to collaborate effectively with technical and non-technical stakeholders. Good communication skills and attention to detail. Proactive mindset with a willingness to learn and grow in a fast-moving environment. Languages: Fluent in English and French and/or Dutch We know that finding the right job isn't just about the role, it's about what's in it for you, too. While we're a start-up, we're big on taking care of our people right from day one. Here's a sneak peek at what we offer: 💰 A compensation package that keeps you motivated Competitive salary Mobility budget or company car with an electrical card 30 days of paid time off A top-tier laptop & smartphone with a subscription Representation allowances Group, hospitalization & dental insurance Meal vouchers & eco-cheques Opportunity to earn company stock over time 🌱 A place to be your best self, grow, and thrive Work with the most innovative technologies in Data & AI Work in an agile, collaborative environment Hybrid work model: up to 3 days per week Monthly team-building events (plus one epic annual celebration) Tailored training programs to fuel your career growth A cool, ergonomic office with creative meeting spaces, a Nintendo Switch for spontaneous Mario Kart battles, a massage chair for those deep-thinking moments and fresh coffee & drinks to keep you energized ☕ ✨ And most importantly, an organic-growing company where you are in control of your own path! Our Recruitment Process: 📲Quick intro call with our HR team (5') 💜Culture check: HR Interview (30') 🛠️Technical check: Wizard assessment (25') & Technical Interview with our wizards (1h) 🤝Partner Meet-up (30') Why this process? We want you to get a genuine feel for who we are, and we want to make sure we're aligned on what truly matters. Rather than rushing the process, we focus on finding the right fit, so that six months from now, both sides are still convinced they made the right decision. ➡️If you're passionate about what we do but aren't sure you meet every single requirement, don't hesitate to apply. We value potential, mindset, and growth as much as experience. At Data Wizards, we believe diversity is our strength. We welcome candidates from all backgrounds and experiences because different viewpoints help us grow and evolve. ➡️Please note: As a consulting company, our recruitment process can be either project-driven or based on strong profiles we believe in. The consultancy world moves fast, and while we always aim to match great talent with the right opportunity, there might not always be an immediate fit. With your permission, we'll gladly keep your profile in mind for future missions, and hope to collaborate with you soon on an exciting project at Data Wizards!",data_wizards_web,2026-09-26T12:48:22.217084+00:00,True,4,technical degree mentioned,"Dutch, French, English","sql, power bi, etl, python, reporting","databricks, tableau",79,"Data Analyst; matched: sql, power bi, etl, python, reporting; potential gaps: databricks, tableau; requires 4+ years; technical degree mentioned; Brussels area",passed,
Power BI Consultant,Data / Analytics Consulting,Sopra Steria,Brussels,,Brussels,brussels,0.0,WITHIN_30KM,ONSITE_OR_UNKNOWN,BELGIUM,Belgium,WITHIN_30KM,jsonld,"[{""source"": ""jsonld"", ""raw"": ""Flanders/Brussels, Belgium"", ""resolved"": ""Brussels""}]",8561,https://careers.soprasteria.be/job/power-bi-consultant-in-flanders-brussels-belgium-jid-8561,,Standard,https://careers.soprasteria.be/job/power-bi-consultant-in-flanders-brussels-belgium-jid-8561,"Company Description Sopra Steria offers tailored, end-to-end corporate technology and software solutions to help clients make bold choices and deliver results. Successfully so! With more than 51.000 colleagues in nearly 30 countries, we rank as Europeâs leading digital solutions provider. Some of the most successful companies in Europe rely on our technology due to our commitment to innovation, collaboration, and value in business development. Job Description Join our Data & AI team. You will become part of a multidisciplinary team where data engineering, architecture, AI, analytics, governance and visualization come together. Together, we help clients get more value out of their data: from setting up the right data foundations to building dashboards, analytics solutions and AI use cases that support better decisions. As a Power BI Consultant, you will contribute to this by transforming business questions and complex data into clear reports, strong data models and dashboards that help people make better decisions. You will work on BI projects across the full reporting lifecycle. You collect and transform data from different sources, build sustainable data models, optimize datasets for reporting and develop user-friendly Power BI dashboards. Based on your own expertise and the Sopra Steria BI methodology, you help improve the quality, usability and reliability of reporting environments for our clients. Beyond dashboard development, you work closely with business stakeholders, data engineers, architects and fellow BI consultants to translate business needs into clear KPIs, reporting logic and visual insights. You apply best practices in modeling, DAX, visualization and deployment, while continuing to grow your technical expertise within the team. Within our Data & AI team, we help each other grow and keep learning from one another. Are you looking for new challenges with great colleagues, a steep learning curve and the opportunity to contribute to meaningful BI projects? Then the Data Visualization team at Sopra Steria is the right place for you. Qualifications Weâre looking for a Power BI Consultant who combines solid technical BI skills with a strong interest in business value, reporting quality and user-friendly visualization. You are comfortable working with data, stakeholders and colleagues, and you want to keep growing within a team of experienced BI and data consultants. Youâll have knowledge and experience of the following: You have at least 3 years of demonstrable experience with Power BI . You have strong SQL skills and solid experience using Power Query (M) to extract, transform and combine data from multiple sources. You can develop DAX measures (including CALCULATE, aggregations and time intelligence) and build intuitive reports using drill-through, slicers and report-level interactions. You can design and implement data models using star schema principles, and manage relationships, hierarchies and filter behavior. You communicate fluently with both colleagues and clients, and translate KPIs into intuitive dashboards. You have experience working with Power BI Service, including workspace management, dataset publishing, content sharing and Row-Level Security (RLS). Experience with external Power BI tools such as Tabular Editor and DAX Studio is a plus. Knowledge of Python is a plus. Exposure to Azure Databricks or other modern Azure data platforms is an asset. Adding your dashboards or portfolio to your application is a plus. You are proficient in English and Dutch and/or French. What to expect from working at Sopra Steria At Sopra Steria, youâll join our Data Visualization Practice within the Data & AI team: a specialized group of consultants helping clients turn complex data into clear, trusted and actionable insights. Our work goes beyond dashboard delivery. We help organizations modernize their reporting landscapes, roll out self-service analytics, define BI best practices and create reporting environments that are scalable, governed and adopted by the business. Youâll grow your expertise in tools such as Power BI, Fabric, Azure and Tableau, while also developing your skills in data modeling, visualization design, governance and stakeholder collaboration. Youâll do this in a collaborative team where knowledge sharing, technical deep dives and coaching are part of the way we work. As part of Sopra Steria, youâll also benefit from strong career development opportunities, both locally and internationally, supported by the Sopra Steria Academy and a wider network of more than 51.000 professionals. Additional Information We offer a generous employee benefits package that includes: A variety of perks, such as mobility options (including a company car), insurance coverage, meal vouchers, eco-cheques, and more. Continuous learning opportunities through the Sopra Steria Academy to support your career development. The opportunity to connect with fellow Sopra Steria colleagues at various team events. Our goal is to build high-functioning teams and healthy team environments that inspire and help each other to deliver excellence for each of our customers. Excited about this job opportunity? Great! We are looking forward to your application! ______ Sopra Steria is an equal opportunity employer. All qualified applicants will be considered for employment without regard to age, ancestry, nationality, color, family or medical leave, gender identity or expression, genetic information, immigration status, marital status, medical condition, national origin, physical or mental disability, political affiliation, protected veteran or military status, race, ethnicity, religion, gender (including pregnancy), sexual orientation or any other characteristic protected by applicable local laws, regulations and ordinances. We foster a work environment that is inclusive and respectful of all differences.",sopra_steria_web,2026-09-26T12:48:22.217084+00:00,True,,not specified,"Dutch, French, English","sql, power bi, python, reporting, data modeling","databricks, tableau, scala",77,"Data / Analytics Consulting; matched: sql, power bi, python, reporting, data modeling; potential gaps: databricks, tableau, scala; Brussels area",passed,
Senior Data Analist W-VL,Data Analyst,Pauwels Consulting,Bruges,,Bruges,bruges,88.3,OUTSIDE_30KM,ONSITE_OR_UNKNOWN,BELGIUM,Belgium,OUTSIDE_30KM,jsonld,"[{""source"": ""jsonld"", ""raw"": ""8000, West Flanders, Belgium"", ""resolved"": ""Bruges""}]",,https://www.pauwelsconsulting.com/job/6e6feb2f-1897-496a-bfeb-020352d31ac5/senior-data-analist-w-vl,,employee,https://www.pauwelsconsulting.com/job/6e6feb2f-1897-496a-bfeb-020352d31ac5/senior-data-analist-w-vl,"Onze klant, een vooraanstaande en mensgerichte organisatie, is op zoek naar een Data Analist om complexe gegevens om te zetten in strategische inzichten. In deze rol krijg je de kans om een cruciale bijdrage te leveren aan de segmentstrategieën en de dienstverlening continu te verbeteren door middel van geavanceerde analyses. Als schakel tussen de business en engineering capteer je de specifieke behoeften van diverse klantensegmenten en vertaal je deze naar waardevolle inzichten. Je werkt hierbij nauw samen met BI-developers, data-architecten en stewards. Beheren en prioriteren van de analytics roadmap met oog voor budget, security, GDPR en technische haalbaarheid. Ontwerpen, implementeren en testen van analysetechnieken voor grote hoeveelheden data om trends te identificeren. Garanderen van de datakwaliteit en betrouwbaarheid door de naleving van datastandaarden en protocollen. Ontwikkelen en actualiseren van diverse dataproducten ter ondersteuning van de strategische besluitvorming. Analyseren van de markt en relevante trends om advies uit te brengen over technologische innovaties en digitale vernieuwing. 3+ jaar ervaring in operationeel management met een sterke focus op data-analyse en procesoptimalisatie. Expertise in het bouwen van semantische modellen en dashboards in Power BI . Gevorderde kennis van DAX voor het vertalen van complexe logica naar heldere rapportages. Ervaring met het verkennen van brondata en het monitoren van prestaties op basis van trends. Je bent een proactieve bruggenbouwer met sterke communicatieve vaardigheden voor stakeholder management. Je beschikt over een commerciële mindset en een kritische, analytische blik. Je bent veranderingsgericht en vindt vlot je weg in een dynamische en vooruitstrevende werkomgeving. Affiniteit met digitale innovatie en technologische nieuwigheden. Je kan 2 dagen per week werken op kantoor regio Brugge. De andere dagen werk je van thuis, of vanuit andere kantoren verspreid over Vlaanderen. Je krijgt een v ast contract onbepaalde duur inclusief aantrekkelijk pakket aan extralegale voordelen: bedrijfswagen, maaltijdcheques, verzekeringen, cafetariaplan, bonus... Je werkt 38u en krijgt 32 verlofdagen. Je komt terecht in e en dynamische en vooruitstrevende werkomgeving waar digitale innovatie centraal staat. Het gaat over een p rofessionele organisatie met een sterke focus op kwalitatieve dienstverlening en samenwerking. Er is veel aandacht voor een gezonde ""work life balance""",pauwels_consulting_web,2026-09-26T12:48:22.217084+00:00,True,3,not specified,,power bi,,71,Data Analyst; matched: power bi; requires 3+ years; senior title; outside preferred Brussels area,passed,
Senior Functional Data Analyst – Business Intelligence & Strategy,Data Analyst,Pauwels Consulting,Bruges,,Bruges,bruges,88.3,OUTSIDE_30KM,HYBRID,BELGIUM,Belgium,OUTSIDE_30KM,jsonld,"[{""source"": ""jsonld"", ""raw"": ""8000, Brugge, West Flanders, Belgium"", ""resolved"": ""Bruges""}]",,https://www.pauwelsconsulting.com/job/8c5110d4-213c-11f1-b591-ff07a0f56941/senior-functional-data-analyst-business-intelligence-strategy,,"employee, freelance",https://www.pauwelsconsulting.com/job/8c5110d4-213c-11f1-b591-ff07a0f56941/senior-functional-data-analyst-business-intelligence-strategy,"Our client, a leading organization in the professional services sector, is seeking a Functional Data Analyst to bridge the gap between business stakeholders and data engineering teams. This role involves translating complex business needs into actionable data products and strategic insights to drive digital innovation. The focus is on managing the analytics roadmap, ensuring data quality, and validating high-impact reporting solutions. Translate business needs into clear user stories, requirements, and acceptance criteria for data engineering teams. Design mockups and technical specifications for data products including dashboards, reports, and data flows. Manage the analytics roadmap by prioritizing initiatives based on technical feasibility, budget, security, and GDPR compliance. Execute User Acceptance Testing (UAT) to validate data products against functional requirements and group standards. Facilitate stakeholder workshops within business units to capture requirements and communicate project progress. Monitor and validate data quality in collaboration with data stewards to ensure reliable strategic reporting. You have 5+ years of experience in functional or data analysis within Business Intelligence environments. You bring professional experience using Power BI for report validation and dashboard specifications. You possess working knowledge of SQL for data validation and ad hoc querying. You have experience with Azure DevOps or Jira for user story management and agile sprint tracking. You're proficient in Confluence or SharePoint for documenting data definitions and business rules. You have knowledge of GDPR , data security, and scalability standards within data platforms. You bring a proactive analytical mindset with the ability to bridge business and technical teams. You are fluent in Dutch and English . Nice to Haves Experience with market trend analysis and digital innovation advisory. Familiarity with data modeling and architecture principles. Start date: ASAP Duration: project length Work regime: Full-time Location: Bruges Working model: Hybrid (minimum 2 days/week onsite) Contract: open to both permanent employees and freelancers",pauwels_consulting_web,2026-09-26T12:48:22.217084+00:00,True,5,not specified,"Dutch, English","sql, power bi, data quality, reporting, data modeling",scala,69,"Data Analyst; core BI/Data Analyst title; matched: sql, power bi, data quality, reporting, data modeling; potential gaps: scala; requires 5+ years; senior title; outside preferred Brussels area",passed,
